math_score,read_score,scie_score,gender,immig,homelang,desk,room,quietplace,homecomputer,homeinternet,books,booksqty,timeread,joyread,misced,fisced,hisced,pared,cultposs,hedres,wealth,ictres,schlregion,schllocation,schltype,stratio,schsize,clsize,schid,stuid
452.56531,413.2251,393.3829,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,.0828,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.0715,-.6853,.3458,-.239,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82605344
400.73019,385.4086,386.3063,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,More than 30 minutes to less than 60 minutes a day,.9271,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.8498,-.1357,4.0894,2.0259,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82605750
496.43021,436.4079,452.86139,Male,Native,Language of the test,Yes,Yes,No,Yes,Yes,Yes,0-10 books,30 minutes or less a day,-.3571,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.0896,.031,-.7776,-1.146,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82606352
334.62491,315.83429,416.71179,Male,Native,Language of the test,No,Yes,Yes,No,Yes,Yes,0-10 books,I do not read for enjoyment,-.7553,ISCED 5B,ISCED 5B,ISCED 5B,14,-.1662,-1.7646,-.2163,-.3629,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82607850
583.45007,570.57092,625.05762,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,.2694,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.7725,1.1793,.5841,.333,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82608820
513.17517,514.63428,526.49658,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-2.7114,ISCED 5B,ISCED 5B,ISCED 5B,14,-1.3625,1.1793,-.2401,.3692,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82609079
360.6683,430.7034,339.3334,Female,Native,Language of the test,No,Yes,Yes,No,Yes,Yes,26-100 books,30 minutes or less a day,-.2039,ISCED 5B,ISCED 5B,ISCED 5B,14,-.53,-1.956,-.7957,-1.5044,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82609701
649.8537,597.0343,609.27393,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-1.4526,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,.0828,1.1793,.9326,.4826,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82609888
432.03171,428.4053,407.08859,Female,Native,Language of the test,Yes,Yes,No,Yes,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,-.3571,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.1408,.031,.2717,.5236,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82610190
498.4133,412.9057,447.54291,Female,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,30 minutes or less a day,.1984,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,.7725,-.1357,-1.2222,-.8794,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82611588
566.37201,547.39941,476.95471,Female,Native,Language of the test,Yes,Yes,Yes,No,Yes,Yes,101-200 books,30 minutes or less a day,-.1542,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-.53,-.9649,.255,-.0154,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82613367
380.33539,449.75021,385.3078,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,More than 30 minutes to less than 60 minutes a day,.4493,ISCED 2,ISCED 2,ISCED 2,10,.571,-.1295,-.2219,.0895,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82615292
425.6496,450.29199,512.37952,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.6863,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.7725,1.1793,1.5892,2.6563,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82615312
428.4425,424.87131,453.40311,Female,Native,Language of the test,No,Yes,Yes,No,Yes,Yes,11-25 books,More than 2 hours a day,1.3052,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.7397,-1.5094,-.5244,-.3629,Great Britain: England,A city (100 000 to about 1 000 000 people),Private Government-dependent,16.9388,830,26-30 students,82600144,82615903
521.55603,581.93683,530.54059,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,1 to 2 hours a day,1.2316,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,.363,.0477,.5237000000000001,.3092,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82600091
581.7558,513.11682,561.05841,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,No,0-10 books,I do not read for enjoyment,-1.2321,"ISCED 3B, C",ISCED 5B,ISCED 5B,14,-.9827,-.8243,.1441,-.044,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82601136
507.5361,568.57849,494.68341,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,1.2316,ISCED 5B,ISCED 5B,ISCED 5B,14,1.8498,1.1793,.7308,.069,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82602196
601.10632,574.98511,581.0108,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,-.2704,ISCED 5B,ISCED 5B,ISCED 5B,14,.2261,-.4396,.3175,-.1536,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82602414
662.26532,541.52063,610.56348,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-2.7114,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.1316,1.1793,1.7944,1.2943,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82604686
400.59091,367.39111,348.76569,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-1.1798,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,.363,1.1793,2.4805,1.2943,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82604741
528.76642,495.14511,508.16809,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-1.1538,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-1.0715,-.9779,1.7353,.7322,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82607553
456.0325,469.01541,504.95059,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.5831,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-.7847,.0477,.3441,1.2243,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82608281
605.30969,637.75732,620.85339,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,More than 30 minutes to less than 60 minutes a day,.2694,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,1.8498,1.1793,.8854,.9144,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82608479
278.39029,324.16739,360.3092,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,No,26-100 books,I do not read for enjoyment,-.6185,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,-.53,-.4903,.5967,.2111,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82608607
609.15472,601.53058,636.57239,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.3253,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-.9827,.0477,-.5654,.0895,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82610442
516.87909,542.82208,578.93042,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.6322,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.53,1.1793,.7728,-.0316,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82610503
458.2326,488.21091,513.9986,Male,Native,Language of the test,No,Yes,No,No,Yes,Yes,26-100 books,I do not read for enjoyment,-.6863,ISCED 5B,ISCED 5B,ISCED 5B,14,-.3902,-2.4403,-.1005,-.7308,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82611730
614.8634,652.30157,633.7998,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,-.3408,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.8434,.7604,.5554,.5236,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82612807
549.7478,527.76251,519.24182,Male,Native,Language of the test,Yes,Yes,No,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.9395,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,-.4711,-.4511,.5288,.9144,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82612901
393.38959,436.9375,428.1358,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,30 minutes or less a day,.3379,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.7847,-.0064,.2429,.0895,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82613243
460.7951,413.0274,453.36111,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.9016,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-.3833,1.1793,.6504,-.044,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82614152
481.0145,528.92047,495.09579,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,No,0-10 books,I do not read for enjoyment,-1.9715,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,-.1316,-1.2622,-.1043,-.112,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82614598
572.94708,526.05231,552.76538,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-.9016,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,.1338,.0477,-.5582,-.5423,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82614871
529.21753,491.92261,526.19342,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.9609,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-.7847,.0477,.7574,.5236,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82614965
407.35739,454.84961,430.09131,Female,Native,Other language,No,Yes,Yes,No,Yes,Yes,0-10 books,More than 30 minutes to less than 60 minutes a day,.3568,ISCED 5B,ISCED 5B,ISCED 5B,14,-.1316,-1.5094,.7266,-.1255,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82615272
449.5997,425.17331,445.9382,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,30 minutes or less a day,.5572,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.2522,.0477,.7234,.656,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82615527
538.57721,520.94513,542.43433,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-2.7114,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.5792,.2646,1.4377,.6901,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82616089
537.92401,569.80908,573.2688,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,30 minutes or less a day,.1984,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,.4317,1.1793,.1921,.5236,Great Britain: Wales,A city (100 000 to about 1 000 000 people),Public,17.4308,1133,21-25 students,82600145,82616784
412.31931,386.8284,401.10211,Male,Native,Language of the test,No,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-2.7114,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-1.3625,-.9386,-.3106,-.8794,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82601611
490.72089,520.50861,477.03461,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,More than 30 minutes to less than 60 minutes a day,-.0573,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.8434,-.5668,.6999,.7693,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82603390
434.4556,445.90881,406.14429,Female,Native,Language of the test,No,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-.3571,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.7847,-1.1123,-.0708,-.3629,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82604225
504.15021,515.36359,495.19229,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-1.1538,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,-1.3625,.0477,1.8365,1.2243,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82605586
621.99622,621.53113,625.42358,Male,Native,Language of the test,Yes,Yes,No,No,Yes,Yes,0-10 books,30 minutes or less a day,-.0176,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.53,-2.0089,.018,-.7308,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82605886
613.5058,663.17627,651.66211,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,1 to 2 hours a day,1.7513,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.8724,1.1793,.9558,1.8669,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82606669
535.76532,418.61981,439.02481,Male,Second-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,I do not read for enjoyment,-.4556,None,None,None,3,-.3902,1.1793,-.3483,.333,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82609973
567.42657,617.27063,580.30463,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,30 minutes or less a day,.8628,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.4317,1.1793,.3902,3.601,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82612891
370.21069,389.41031,382.6272,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.2704,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.5478,.0477,.435,-.1255,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82613261
469.11569,564.17743,554.39679,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,More than 30 minutes to less than 60 minutes a day,1.6946,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,1.8498,1.1793,.7952,.0895,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82613493
521.79327,491.18671,479.9404,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.5581,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.8434,.0477,1.9498,1.8669,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82613906
644.92798,696.62927,668.22852,Female,Native,Language of the test,Yes,No,Yes,Yes,Yes,Yes,201-500 books,1 to 2 hours a day,1.2316,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.2261,-.4884,1.1363,1.0192,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82614527
386.82321,390.75549,373.40259,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-1.4526,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.5792,.0477,.3628,1.2943,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82614814
472.13721,477.5264,471.5451,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,More than 30 minutes to less than 60 minutes a day,-.1542,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,.1408,1.1793,.0716,.3692,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82615463
585.30078,664.09027,636.07159,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,More than 30 minutes to less than 60 minutes a day,1.5482,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.8498,.0477,.5228,.189,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82615862
435.53201,353.02841,338.69299,Male,Native,Language of the test,No,Yes,Yes,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,.0451,ISCED 2,ISCED 1,ISCED 2,10,-.8559,-1.1123,2.4038,3.601,Great Britain: Wales,A small town (3 000 to about 15 000 people),Public,16.6154,864,26-30 students,82600146,82616069
554.76282,566.20551,617.93622,Female,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-1.9715,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.7847,.0477,-.2662,.6901,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82600703
608.42108,507.6282,552.27191,Male,First-Generation,Other language,Yes,No,No,Yes,Yes,Yes,0-10 books,30 minutes or less a day,.1499,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",16,-1.8434,-.6947,-.827,-.349,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82601739
402.5867,330.80371,368.05869,Male,Second-Generation,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,.1372,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,.363,1.1793,.6999,1.2943,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82603518
426.90369,437.94699,453.48611,Female,First-Generation,Other language,No,No,No,No,No,Yes,11-25 books,More than 2 hours a day,1.7513,ISCED 2,ISCED 2,ISCED 2,10,-.1988,-2.3003,-1.2979,-1.5445,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82603907
490.02939,565.55243,506.4071,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,30 minutes or less a day,.4627,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.678,1.1793,1.3253,.5236,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82605356
485.08319,442.63501,476.755,Female,First-Generation,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-.9016,ISCED 5B,ISCED 2,ISCED 5B,14,-.5869,1.1793,-.6696,-1.146,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82605782
454.96939,448.58969,404.12161,Female,Second-Generation,Language of the test,Yes,No,Yes,Yes,Yes,Yes,101-200 books,More than 30 minutes to less than 60 minutes a day,-.134,"ISCED 3B, C",ISCED 5B,ISCED 5B,14,.1408,-.4396,-.4758,1.2243,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82608358
408.11581,432.4671,415.58951,Male,Native,Other language,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,I do not read for enjoyment,-1.4882,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.0283,1.1793,-.2265,-.1255,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82608497
557.1861,530.44647,584.4707,Male,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,More than 30 minutes to less than 60 minutes a day,-.0872,ISCED 2,ISCED 5B,ISCED 5B,14,-.4711,-.4396,-.8318,-.3918,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82609618
520.85608,484.8414,554.8089,Male,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.1738,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-1.8434,.2646,.3527,.333,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82609858
599.35828,680.33179,683.15698,Female,Second-Generation,Language of the test,Yes,No,Yes,Yes,Yes,Yes,More than 500 books,1 to 2 hours a day,1.3468,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.678,-.1357,.5014,.5447,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82610023
506.2352,567.35748,524.81372,Female,Second-Generation,Language of the test,Yes,Yes,No,Yes,Yes,Yes,26-100 books,1 to 2 hours a day,1.0123,ISCED 5B,ISCED 5B,ISCED 5B,14,.7725,-.5813,.164,.2111,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82610994
426.01089,489.13739,438.91779,Female,Native,Language of the test,Yes,No,No,Yes,Yes,Yes,0-10 books,I do not read for enjoyment,-1.352,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.6699000000000001,-1.0752,-1.1532,-.8794,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82611149
465.39709,458.4523,463.78659,Female,First-Generation,Language of the test,Yes,Yes,No,Yes,Yes,Yes,26-100 books,30 minutes or less a day,.638,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.2817,-.6947,-.6850000000000001,-.349,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82611816
541.0307,583.70819,549.49469,Female,Second-Generation,Language of the test,Yes,No,No,No,Yes,No,0-10 books,More than 2 hours a day,.7546,ISCED 2,ISCED 2,ISCED 2,10,-.7486,-2.4101,-.5007,-.8794,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82612316
537.66919,424.3053,460.3623,Male,Second-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,More than 30 minutes to less than 60 minutes a day,-.3755,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-1.8434,-.5668,-.5617,-.6068,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82612838
588.56671,569.24982,584.87909,Female,Second-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,.638,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,.678,-.1357,1.0103,.7693,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82615184
406.2356,460.7081,407.9071,Female,First-Generation,Other language,Yes,Yes,No,Yes,Yes,Yes,101-200 books,I do not read for enjoyment,-.6642,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.4764,-.5813,-.5288,2.6563,Great Britain: England,A large city (with over 1 000 000 people),Private Government-dependent,16.8429,2358,26-30 students,82600147,82615588
574.65381,559.1842,556.8692,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,-.5262,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,.2817,.0477,-.6685,-.5662,Great Britain: England,"A village, hamlet or rural area (fewer than 3 000 people)",Private Government-dependent,19.9205,1753,21-25 students,82600151,82600982
595.41779,550.99329,600.64032,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,30 minutes or less a day,-.7553,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.5869,.0477,.4041,-.044,Great Britain: England,"A village, hamlet or rural area (fewer than 3 000 people)",Private Government-dependent,19.9205,1753,21-25 students,82600151,82601089
526.51929,542.66968,499.11249,Male,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,I do not read for enjoyment,-.8317,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.3625,.0477,-.0302,.5236,Great Britain: England,"A village, hamlet or rural area (fewer than 3 000 people)",Private Government-dependent,19.9205,1753,21-25 students,82600151,82601695
492.05661,560.28693,498.71078,Female,Native,Language of the test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,I do not read for enjoyment,-1.4526,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.7725,1.1793,.5554,.5236,Great Britain: England,"A village, hamlet or rural area (fewer than 3 000 people)",Private Government-dependent,19.9205,1753,21-25 students,82600151,82604790
